id|Kanji|Strokes|"Name of Radical"|"Radical Freq."|"Reading within Joyo"|"Reading beyond Joyo"|"On within Joyo"|"Translation of On"|"Kun within Joyo"|"Translation of Kun"|"Kanji Frequency with Proper Nouns"
452|空|8|"Ana, Anakanmuri"|10|クウ、そら、あ-く、あ-ける、から|むな|kuu|"air, sky; emptiness; vanity, unreality; hollow; void"|"sora, a(ku), a(keru), kara"|"become empty, be less crowded; empty; sky, heavens, air, weather, memory, absent-mindedness"|148417
1664|阪|7|Kozatohen|31|ハン|さか、ざか|han|slope|-|-|148172
1963|由|5|"Ta, Tahen"|19|ユ、ユウ、[ユイ]、よし|よ|"yu, yuu, [yui]"|"depend on"|yoshi|"reason, cause, significance; means, way; effect; point; intent "|148001
659|谷|7|Tani|1|コク、たに|きわ|koku|"valley, dale, ravine; trough (of a wave); trough (in atmospheric pressure) "|tani|"valley, dale, ravine; trough (of a wave); trough (in atmospheric pressure) "|146721
883|収|4|Mata|9|シュウ、おさ-める、おさ-まる||shuu|income|"osa(meru), osa(maru)"|"obtain, reap; dedicate, consecrate; pay; supply; store; finish; collect; restore, replace; accept (a present); bury, gather; rally (troops); sheathe (the sword). be paid; be restored; stay (in the stomach); look composed; be contented; be satisfied; be settled"|146647
586|護|20|"Gon, Gonben"|68|ゴ|まも|go|"defend, protect; keep, observe, obey; abide by; stick to; be true to"|-|-|145034
520|研|9|"Ishi, Ishihen"|16|ケン、と-ぐ|みが|ken|"sharpen, grind, scour, hone, polish; wash (rice)"|to(gu)|"sharpen, grind, scour, hone, polish; wash (rice)"|144742
1821|補|12|"Koromo, Koromohen"|21|ホ、おぎな-う|フ|ho|"assistant, learner"|ogina(u)|"supply, make good, make up (losses), stop (a gap), offset, piece out; compensate for; supplement"|144396
787|施|9|"Hoo, Hoohen"|6|シ、セ、ほどこ-す|の|"shi, 	se"|"give alms; conduct (educational work); carry out; administer (first aid); apply (bandages); perform (an operation)"|hodoko(su)|"give alms; conduct (educational work); carry out; administer (first aid); apply (bandages); perform (an operation)"|143819
759|士|3|Samurai|5|シ||shi|"samurai; man, gentleman; scholar"|-|-|143794
317|起|10|"Hashiru, Soonyoo"|6|キ、お-きる、お-こる、お-こす|た|ki|"get up, rise, awake; occur; (a fire) is kindled "|"o(kiru), o(koru), o(kosu)"|"get up, rise, awake; occur; (a fire) is kindled; raise up, set up, pick up (someone); open, begin; promote, organize; generate; get sick; awaken; establish; plow; kindle (a fire); happen; break out; originate in; rise, flourish, spring up; be produced; have an attack of"|143238
1277|率|11|Gen|2|ソツ、リツ、ひき-いる||"sotsu, 	ritsu"|"rate, percentage; proportion; coefficient, factor; constant; index"|hiki(iru)|"lead, spearhead (a group), command (troops)"|142430
1195|鮮|17|"Uo, Uohen"|3|セン、あざ-やか||sen|Korea|aza(yaka)|"vivid, clear, brilliant, fresh, graceful, splendid, beautiful"|142308
2001|葉|12|Kusakanmuri|47|ヨウ、は||yoo|"leaf; plane; lobe; counter for flat things"|ha|"leaf, foliage, needle, blade, spear, frond"|142216
1760|武|8|Tomeru|6|ブ、ム||"bu, 	mu"|"military affairs, military arts, chivalry, military glory, military power, arms"|-|-|141828
1895|毎|6|"Haha, Hahanokan"|3|マイ|ごと|mai|"each, every, at an interval of, whenever. Apiece"|-|-|138919
1190|線|15|"Ito, Itohen"|63|セン||sen|"line; track, route, wire"|-|-|138903
34|違|13|Shinnyoo|51|イ、ちが-う、ちが-える|たが|i|"differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation)"|"chiga(u), chiga(eru)"|"differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation); change, alter, disguise; make a mistake; break (a promise); sprain, dislocate; cross (two sticks)"|138810
117|横|15|"Ki, Kihen"|85|オウ、よこ||oo|horizontal|yoko|"side, flank; horizontal direction; width, breadth, beam; woof"|138234
343|義|13|Hitsuji|7|ギ|よ|gi|"justice, righteousness, morality; humanity; integrity, honor, loyalty, chivalry, devotion; meaning, significance"|-|-|137923
1137|税|12|"Nogi, Nogihen"|23|ゼイ||zei|"tax, duty"|-|-|137754
237|割|12|"Katana, Rittoo"|32|カツ、わ-る、わり、わ-れる、さ-く|き|katsu|"divide, cut, halve; separate; split, rip; break, crack, smash; dilute"|"wa(ru), wari, wa(reru), sa(ku)"|"divide, break, rate, percentage"|137752
1374|着|12|Hitsuji|7|チャク、[ジャク]、き-る、き-せる、つ-く、つ-ける||"chaku, [jaku]"|"arrival, finish (in a race); race counter "|"ki(ru), ki(seru), tsu(ku), tsu(keru)"|"put on, wear. clothe, dress; cover, plate, coat, gild; veneer; blame for, impute a crime to. arrive at, reach, attain to"|137543
301|企|6|"Hito, Ninben, Hitoyane"|104|キ、くわだ-てる||ki|"plan, plot, propose, design, intend, contemplate; attempt, undertake"|kuwada(teru)|"plan, plot, propose, design, intend, contemplate; attempt, undertake"|137455
375|宮|10|Ukanmuri|36|キュウ、グウ、[ク]、みや||"kyuu, guu, [ku]"|"constellations (of the zodiac); palace"|miya|"Shinto shrine; Imperial Palace; prince, princess"|137304
400|供|8|"Hito, Ninben, Hitoyane"|104|キョウ、[ク]、そな-える、とも||"kyoo, [ku]"|"offer, present, submit; serve (a meal); supply"|"sona(eru), tomo"|"offer, sacrifice, dedicte; attendant, companion, retinue"|137249
19|医|7|Kakushigamae|4|イ||i|"medicine, the healing art; doctor"|-|-|136879
792|視|11|Miru|7|シ|み|shi|"regard as"|-|-|136691
1474|店|8|Madare|17|テン、みせ|たな、だな|ten|"shop, store"|mise|"shop, store, booth"|135917
2026|落|12|Kusakanmuri|47|ラク、お-ちる、お-とす||raku|"fall, drop, come down, go down; drip; collapse, cave in; sink; fail (in exams); be missing; come off, come out; flee; lose popularity; abate; flow into; be inferior; fall unconscious; fade; be captured, be carried away by "|"o(chiru), o(tosu)"|"fall, drop, come down, go down; drip; collapse, cave in; sink; fail (in exams); be missing; come off, come out; flee; lose popularity; abate; flow into; be inferior; fall unconscious; fade; be captured, be carried away by. let fall; throw down; throw (a shadow); miss (a ball), fumble; lose; capture; omit; degrade; depreciate, detract from; decrease; make worse; drive away, exorcise; leave behind; knock down (an article); cause abortion; entrap; end (a story) with a punch; remove (stains) "|135487
1353|談|15|"Gon, Gonben"|68|ダン||dan|"conversation, talk"|-|-|135061
1263|足|7|"Ashi, Ashihen"|11|ソク、あし、た-りる、た-る、た-す|ス|soku|"foot; leg; counter for pairs of footwear"|"ashi, ta(riru), ta(ru), ta(su)"|"foot; leg; paw; flipper, tentacles, arms; walk, step, pace, speed; footing; draft (of a ship); foot (of a mountain); trace; deficit, shortage. money. be sufficient, suffice; serve, answer, will do (for something); be worth, deserve; be satisfied; qualify. add to, add up; make up for; make good; supply, supplement"|134406
995|証|12|"Gon, Gonben"|68|ショウ|あかし、あか|shoo|"proof, evidence; certificate"|-|-|133739
1220|争|6|Ku|1|ソウ、あらそ-う||soo|"dispute, argue; be at variance; compete"|araso(u)|"dispute, argue, be at variance, compete"|133311
753|算|14|"Take, Takekanmuri"|24|サン||san|"divining (block); calculation; number; abacus; plan; probability"|-|-|132770
976|消|10|"Mizu, Sanzui, Shitamizu"|118|ショウ、き-える、け-す||shoo|"extinguish, blow out; turn off, erase, cross out; neutralize (odors or poisons); deaden (noise); cancel (in fractions) "|"ki(eru), ke(su)"|"extinguish, blow out; turn off, erase, cross out; neutralize (odors or poisons); deaden (noise); cancel (in fractions). be extinguished; melt away; disappear, die out; wear away; burst (as a bubble) "|132050
1166|千|3|Juu|11|セン、ち||sen|"thousand, many"|chi|"thousand, many"|132016
1609|馬|10|"Uma, Umahen"|11|バ、うま、[ま]|メ|ba|horse|"uma, [ma]"|"horse; horseflesh"|131850
928|術|11|Gyoogamae|6|ジュツ||jutsu|"art, technique, skill; means; artifice, trick, stratagem; resources; magic, conjury "|-|-|131760
137|何|7|"Hito, Ninben, Hitoyane"|104|カ、なに、[なん]|いず|ka|what|"nani, [nan]"|what|131255
1069|親|16|Miru|7|シン、おや、した-しい、した-しむ|ちか|shin|"intimacy; parents; relative"|"oya, shita(shii), shita(shimu)"|"parent; dealer (in card games); banker (in gambling). intimate, familiar, friendly. be intimate with; have a liking for; take habitually"|130969
1551|督|13|"Me, Mehen"|19|トク||toku|"command, lead, supervise; urge"|-|-|130554
1018|常|11|"Haba, Kinben"|17|ジョウ、つね、とこ||joo|"normal conditions, regular course of events; one's habit"|"tsune, toko"|"normal conditions, regular course of events; one's habit. ever-, endless "|130133
720|財|10|"Kai, Kaihen"|35|ザイ、[サイ]|たから|"zai, [sai]"|"money, wealth, assets; property"|-|-|130034
1574|南|9|Juu|11|ナン、[ナ]、みなみ||"nan, [na]"|south|minami|south|129764
70|英|8|Kusakanmuri|47|エイ|はなぶさ、はな|ei|"England, Britain; gifted person; wit"|-|-|129557
1630|白|5|Shiro|5|ハク、ビャク、しろ、[しら]、しろ-い||"haku, 	byaku"|white|"shiro, [shira], shiro(i)"|"white, fair (skin); gray (hair); blank (paper); spotless; innocent. feigned ignorance "|129369
1726|病|10|Yamaidare|15|ビョウ、[ヘイ]、や-む、やまい|うれ|"byoo, [hei]"|"get sick, be sick, suffer from "|"ya(mu), yamai"|"get sick, be sick, suffer from. illness; bad habit; weakness; passion "|129313
519|建|9|Ennyoo|3|ケン、[コン]、た-てる、た-つ||"ken, [kon]"|"build, raise"|"ta(teru), ta(tsu)"|"stand, rise; rouse oneself; be built, be established; go up (smoke); burn out; depart; take flight; run high (waves); stick into; be worked out; be maintained; save (face); establish oneself, begin life; spread (rumors); shut (door); be active; open (markets); be excited; come (seasons); makes (a total of thirty); stand something up, set up, raise; put up; set on edge; prick up (one’s ears); build, erect; close (a door); establish; institute, enact; lay (plans); map out; set forth, lay down (a proposition); formulate; render (services), perform; look up to, respect; be loyal to; do justice to; circulate (rumors); have (an aim); establish (oneself), make (a success); support (oneself), make (an oath); sharpen, set (a saw); put up (a candidate); make (tea); save (face)"|129051
1349|段|9|Rumata|6|ダン|タン|dan|"steps, stair, flight of stairs; column; paragraph; act, scene; case, question; grade, class, rank, level; degree, extent "|-|-|128815
370|究|7|"Ana, Anakanmuri"|10|キュウ、きわ-める|ク|kyuu|"investigate thoroly, master; carry to extremes"|kiwa(meru)|"investigate thoroly, master; carry to extremes"|128759
1335|担|8|Tehen|89|タン、かつ-ぐ、にな-う||tan|"carry; raise"|"katsu(gu), nina(u)"|"shoulder (a load). carry on the shoulder; bear a burden"|128180
1213|訴|12|"Gon, Gonben"|68|ソ、うった-える||so|"sue; complain of (pain); appeal to; have recourse to"|utta(eru)|"sue; complain of (pain); appeal to; have recourse to"|127929
940|準|13|"Mizu, Sanzui, Shitamizu"|118|ジュン||jun|"apply correspondingly, correspond to, be proportionate to, conform to "|-|-|127637
210|各|6|"Kuchi, Kuchihen"|70|カク、おのおの||kaku|each|onoono|"each, every, either, respectively"|127269
1576|難|18|Furutori|9|ナン、かた-い、むずか-しい|ナ|nan|"trouble, difficulty; accident, disaster; defect; criticism "|"kata(i), muzuka(shii)"|"impossible. hard, difficult; delicate; troublesome; doubtful; hopeless; stern; sullen; hard to please; serious; technical "|127146
1476|展|10|Shikabane|15|テン|の|ten|expand|-|-|127026
1706|備|12|"Hito, Ninben, Hitoyane"|104|ビ、そな-える、そな-わる|つぶさ|bi|"be furnished with, be endowed with, possess; be among, be one of "|"sona(eru), sona(waru)"|"be furnished with, be endowed with, possess; be among, be one of. furnish, provide, equip, install; have ready; prepare; possess, have; be endowed with; be armed with  "|126682
683|佐|7|"Hito, Ninben, Hitoyane"|104|サ|たす|sa|help|-|-|125737
1594|念|8|"Kokoro, Risshinben, Shitagokoro"|76|ネン||nen|"sense, idea, thought; feeling; desire; concern, attention, care "|-|-|125618
1400|張|11|"Yumi, Yumihen"|11|チョウ、は-る||choo|"counter for bows and stringed instruments"|ha(ru)|"put up (a tent); stretch, spread, string, tighten; cover, line; strain; square (elbows); give (a banquet); run (a store); stake (money); display; slap, box, spank; lay (flooring); insist on (one's own way); guard; run after (a girl); fill (with water). swell, be full; form (ice); be expensive; increase; be heavy; grow stiff; brace up"|125617
756|残|10|Kabanehen|5|ザン、のこ-る、のこ-す||zan|"remainder; balance"|"noko(ru), noko(su)"|"remain, be left over; stay, linger; survive. leave behind; keep back; leave undone; reserve; save, amass; bequeath "|125250
144|科|9|"Nogi, Nogihen"|23|カ|しな、とが|ka|"course, branch, department, faculty, school, college; arm (of defense); family (in biology)"|-|-|125139
323|規|11|Miru|7|キ|ぶんまわし、のり、ただ|ki|"standard; measure"|-|-|125053
1293|太|4|Dai|16|タイ、タ、ふと-い、ふと-る||"tai, 	ta"|"get fat, gain, fill out"|"futo(i), futo(ru)"|"get fat, gain, fill out. big, thick, burly, fat; deep, sonorous (voice); shameless, audacious, insolent"|124854
243|株|10|"Ki, Kihen"|85|かぶ|シュ|-|-|kabu|"stump; shares, stocks; connections; business; counter for small plants"|124760
1320|沢|7|"Mizu, Sanzui, Shitamizu"|118|タク、さわ||taku|"swamp; blessing"|sawa|"swamp, marsh, dale, valley"|124565
831|失|5|Dai|16|シツ、うしな-う||shitsu|"error; fault; disadvantage; loss; demerit"|ushina(u)|"lose, miss (a chance)"|123666
285|館|16|"Shoku, Shokuhen"|12|カン、やかた|たち、たて、だて|kan|"mansion, large building, hall"|yakata|"mansion; temporary residence"|123530
1683|比|4|Kuraberu|1|ヒ、くら-べる||hi|"ratio; comparison; an equal, a match "|kura(beru)|"compare, balance, contrast"|122659
1545|導|15|Sun|12|ドウ、みちび-く||doo|leading|michibi(ku)|"guide, lead, conduct, usher"|122562
1493|土|3|"Tsuchi, Tsuchihen"|50|ド、ト、つち|ツ|"do, 	to"|"earth, ground; Saturday; Turkey"|tsuchi|"earth, soil, ground"|122433
641|構|14|"Ki, Kihen"|85|コウ、かま-える、かま-う||koo|"build; keep house; take a posture; assume an attitude; pose as; be ready for; feign, pretend; set up (camp) "|"kama(eru), kama(u)"|"build; keep house; take a posture; assume an attitude; pose as; be ready for; feign, pretend; set up (camp). mind, care about; pay attention to; interfere with; be hospitable; tease, molest; expel, banish "|121750
339|技|7|Tehen|89|ギ、わざ||gi|"art, craft; ability, skill, feat, performance"|waza|"deed, act, work, art, trick, performance"|121322
1617|配|10|"Tori, Torihen"|14|ハイ、くば-る||hai|"distribute; spouse; exile; rationing"|kuba(ru)|"distribute; serve (food); allocate; keep (your eyes) on"|119991
550|限|9|Kozatohen|31|ゲン、かぎ-る||gen|"limit, restrict, confine"|kagi(ru)|"limit, restrict, confine"|118926
58|右|5|"Kuchi, Kuchihen"|70|ウ、ユウ、みぎ||"u, 	yuu"|"right, right hand"|migi|"right, right hand"|118918
119|屋|9|Shikabane|15|オク、や||oku|"house, roof"|ya|"shop, store; seller, dealer; business"|118824
1481|伝|6|"Hito, Ninben, Hitoyane"|104|デン、つた-わる、つた-える、つた-う|テン|den|"legend, tradition; life, biography; commentary; communicating "|"tsuta(waru), tsuta(eru), tsuta(u)"|"go along, walk along, follow. be transmitted, be circulated, be introduced into. report, tell, impart, transmit, propagate, teach, bequeath "|118726
1394|庁|5|Madare|17|チョウ||choo|"government office"|-|-|118547
1927|命|8|"Kuchi, Kuchihen"|70|メイ、ミョウ、いのち||"mei, 	myoo"|"command, decree; destiny, life, "|inochi|life|118516
1061|森|12|"Ki, Kihen"|85|シン、もり||shin|"woods, grove"|mori|"woods, grove"|117996
1219|早|6|"Nichi, Nichihen"|38|ソウ、[サッ]、はや-い、はや-まる、はや-める|さ|"soo, [saQ]"|"quick, fast, speedy; brisk, prompt; early; premature"|"haya(i), haya(maru), haya(meru)"|"quick, fast, speedy; brisk, prompt; early; premature. hasten, precipitate, accelerate, expedite; advance (the date). be hasty, be rash"|117986
1817|歩|8|Tomeru|6|ホ、ブ、[フ]、ある-く、あゆ-む||"ho, bu, [fu]"|"step, pace; foot soldier. rate, six feet square, tsubo; change of winning. pawn (in Japanese chess) "|"aru(ku), ayu(mu)"|"walk, hike, step"|117776
2062|良|7|Kon|1|リョウ、よ-い|ロウ|ryoo|"good, fine"|yo(i)|"good, good-natured; pleasing; precious, noble; lovely, beautiful, fine; lucky; efficacious; right; suitable; justifiable; appropriate, satisfactory; better; all right; unnecessary; no objection; intimate, friendly; easy; well; desirous "|117671
